file_name,Notes,Category
regloader32.exe,,Highly abused payload disguises in cracked tools / droppers
regripper.exe,,"Forensics, system analysis tools (many unsigned or edge-case signed)"
regserverhost.exe,,COM/ActiveX mediators and registration helpers
regsvchost.exe,,More malware-styled disguises (sideload-ready)
regsvr32.exe,,Core Windows LOLBins
regsvr32classic.exe,,Legacy COM/OLE helpers
reimagecontroller.exe,,"Boot, WinRE, and diagnostics mode binaries"
reimagehelper.exe,,"Setup rollback, recovery, and installer fallback EXEs"
rekeywiz.exe,,Admin/Support tools
reliabilityagent.exe,,Performance logging and event correlation
remediationhealthsvc.exe,,Windows update error handlers & rollback diagnostics
remediationhost.exe,,Support Assist / OEM diagnostics binaries
remediationloopcontroller.exe,,Windows update retry and patch fallback
remediationtaskagent.exe,,"Policy enforcement, sync, and remediation stubs"
remediationuxbroker.exe,,MDM / Intune / Smart App Control stubs
remoteappswitcher.exe,,Virtual desktop and session UX
remoteassetagent.exe,,Additional Windows Core Services & System Hosts
remoteassistproxy.exe,,Remote support and device request services
remoteconnecthelper.exe,,"Bluetooth pairing, device sync, and hardware profile tools"
remotedesktophelper.exe,,VDI & Remote display toolkits (MS and third-party)
remotedesktophub.exe,,VDI / Virtual Desktop Infrastructure agents and brokers
remotedesktopmgr.exe,,Remote Desktop & Presentation Services
remotedevicemapper.exe,,"Bluetooth pairing, device sync, and hardware profile tools"
remotediagnosticbridge.exe,,"Windows Help, Support, and Assist flows"
remotefxmanager.exe,,"RemoteFX, RDS, and virtualization helper EXEs"
remotejoinagent.exe,,"Domain migration, remote automation, and compliance tooling"
remotemanagementhost.exe,,Deployment and provisioning tools
remoteprofileloader.exe,,Remote session and hybrid environment helpers
remoteprovisioninghost.exe,,"Hybrid identity, provisioning, and cloud join helpers"
remotescript.exe,,Legacy or obscure signed binaries
remotescriptbridge.exe,,"Domain migration, remote automation, and compliance tooling"
remoteserveradmin.exe,,"Enterprise Software: SCCM, Intune, etc."
remotesetup.exe,,Red team-styled “clean” disguises for loader EXEs
remotestoragehost.exe,,File sync / storage services
remotesupporthub.exe,,Remote support and device request services
remotesyncsvc.exe,,Remote session and hybrid environment helpers
remotetaskmanager.exe,,"Domain migration, remote automation, and compliance tooling"
removalworkflowhost.exe,,Uninstall / repair / reset / post-deployment stubs
rendererproxy.exe,,"Print, scan, DPI, font, rendering bridges"
repair.exe,,Misc tools often bundled with software and exploitable
repairbootdispatcher.exe,,"Boot, WinRE, and diagnostics mode binaries"
repairhelper.exe,,Windows Installers: Bundlers and rollback
repairlaunchsvc.exe,,Installer shell and app service stubs
repairmoduleloader.exe,,Feature servicing and repair components
repairpromptsvc.exe,,"WER, diagnostics, repair prompts"
repairtransitionui.exe,,Runtime error/rollback/transition stubs
repairtriggeragent.exe,,Uninstall / repair / reset / post-deployment stubs
repairux.exe,,Rollback and recovery stubs
repairworkflowhost.exe,,"Recovery UX, rollback, crash restore helpers"
replmon.exe,,"AD, policy, and admin CLI tools"
reportviewer.exe,,Business Intelligence / Reporting Binaries
resedit.exe,,Third-party niche software often found in corporate environments
resetbase.dll,,More Microsoft Management & Deployment Binaries
resetconfigurator.exe,,"Reset, recovery, WinRE-exclusive binaries"
reseteng.dll,,Advanced Recovery and Setup Tools
resetengine.dll,,More Microsoft Management & Deployment Binaries
resetfailoverhost.exe,,WinRE-only binaries and recovery service hosts
resetfilter.dll,,More Microsoft Management & Deployment Binaries
resetinstaller.exe,,More post-installation and remediation tools
resetkioskmode.exe,,"Thin client, kiosk, and embedded stubs"
resetpasswordhost.exe,,"Credential, lock screen, kiosk, and secure desktop"
resetpolicyexecutor.exe,,"System reset, rollback, and boot recovery agents"
resettransitionhost.exe,,"WinPE, Setup, and Recovery environment stubs"
resetux.exe,,"Obscure diagnostics, recovery, and pre-boot tools"
resgen.exe,,.NET CLI tools and build chain stubs
resmon.exe,,Admin/Support tools
resourcehacker.exe,,Third-party niche software often found in corporate environments
resourcemanagerhost.exe,,More red team disguises and custom dropper names (observed in threat intel datasets)
restorationhost.exe,,Rollback and recovery stubs
restorehost.exe,,Backup & Restore binaries
restorepointcreator.exe,,"Backup, recovery, image management"
retailconfighost.exe,,"Thin client, kiosk, and embedded stubs"
retaildemo.exe,,Windows Embedded / Industry-specific modules
retaillauncher.exe,,OEM/Thin Client specific
retailshell.exe,,Kiosk & Retail-specific Microsoft tools
rexec.exe,,Remote admin tools & legacy services
rexx.exe,,Legacy or secondary language interpreters
rexxscript.exe,,Scripting and automation runtimes
riotclient.exe,,Games & Launchers (beyond Steam/Epic/etc)
riotclientservices.exe,,Game / launcher targets (surprisingly popular for sideloading due to trust factor)
rmsauth.dll,,DLP / Rights Management / MIP internals
roamingprofilehost.exe,,Windows Mobility / Roaming profile / To-Go components
roamingsettingsbridge.exe,,Remote session and hybrid environment helpers
robloxplayerlauncher.exe,,Games & Launchers (beyond Steam/Epic/etc)
robocopy.exe,,CLI binaries often side-loaded silently
rollbackcleanupagent.exe,,"OS upgrade, rollback, and transition agents"
rollbackcleanuphelper.exe,,"System repair, error recovery, and post-crash cleanup"
rollbackconfighelper.exe,,Windows update error handlers & rollback diagnostics
rollbackfixengine.exe,,"Setup rollback, recovery, and installer fallback EXEs"
rollbackhandler.exe,,Rollback and recovery stubs
rollbackhandler64.exe,,Runtime error/rollback/transition stubs
rollbackinitiator.exe,,Setup fallback & install recovery tools
rollbacklauncher.exe,,Windows Installers: Bundlers and rollback
rollbackresumer.exe,,Installer rollback and patch state evaluators
rollbackstatussvc.exe,,Uninstall / repair / reset / post-deployment stubs
rollbackuninstaller.exe,,"Uninstaller rollback, MSI repair, and uninstall policy agents"
rollbackuxhost.exe,,"WinPE, Setup, and Recovery environment stubs"
rollbarhost.exe,,Third-party telemetry / analytics agents
roslyncsc.exe,,".NET, CLR, and hosting dependencies (continuation)"
route.exe,,Core Windows LOLBins
rpcendpointviewer.exe,,RPC + MSI support tooling
rrasmgmt.msc,,More obscure but signed Windows system binaries
rrinstaller.exe,,More Windows core and admin binaries
rsh.exe,,Remote admin tools & legacy services
rsop.msc,,Group policy + Resultant Set of Policy tools
rstudio.exe,,Data science platforms / side-loaded notebooks
ruby.exe,,3rd-party (often signed) tools commonly dropped with malicious DLLs
rubyw.exe,,Scripting and automation runtimes
runas.exe,,Core Windows LOLBins
runaslauncher.exe,,App execution + elevation proxies (auto-elevated or UAC trusted)
runasstub.exe,,App/Program launch stubs and task handlers
rundll.exe,,"Shell extensions, UX transitions"
rundll32.exe,,Core Windows LOLBins
rundll64relay.exe,,Fake/malware disguise EXEs seen in recent toolkits and cracked loaders
rundllbootstrap.exe,,Known malware/pentest EXE disguises (2022–2024)
rundllhandler.exe,,Rundll32/rundll64 clones & staging disguises (live in malware kits)
rundllhost32.exe,,Rundll32/rundll64 clones & staging disguises (live in malware kits)
rundllinjectorhost.exe,,"Cracked/fake EXEs used in stealer kits, loaders, crypters (sandbox confirmed)"
rundlllaunchproxy.exe,,Fake EXEs (recent cracked campaigns and droppers)
rundlllaunchui.exe,,Legacy/fallback tools invoked at logon or via shell
rundllpanelhandler.exe,,Control Panel and shell bridge helpers
rundllrelay64.exe,,"Payload disguises (confirmed in malware builders, red team kits, cracked tools)"
rundllservicehost.exe,,Rundll32/rundll64 clones & staging disguises (live in malware kits)
rundllwrap.exe,,Red team / cracked / malware kit disguises (sandbox-confirmed)
rundllwrap64.exe,,Rundll32/rundll64 clones & staging disguises (live in malware kits)
rundllx.exe,,Rundll32/rundll64 clones & staging disguises (live in malware kits)
runhost.exe,,App launcher patterns found in malware campaigns
runnerclient.exe,,Known malware disguises / dropper names
runonce.exe,,"Built-in side-loadable binary shells (via .LNK, registry, COM hijack)"
runoncewrapper.exe,,"Built-in side-loadable binary shells (via .LNK, registry, COM hijack)"
runtimebridgehost.exe,,Fake EXE names found in malware/red team loaders (2023–2024)
runtimebroker.exe,,Modern Windows UI + shell components
runtimebrokerhost.exe,,Edge/WebView2 and app container transitions
runtimebrokerx.exe,,Fake binaries from real red team payloads / malware loaders
runtimecomponenthost.exe,,Evergreen platform components
runtimeexecutionhelper.exe,,Rare host proxies and service execution shells
runtimehost.exe,,Additional sandbox dropper / trojan disguises
"s1agent.exe,SentinelOne",SentinelOne,Rare enterprise-side EDR/AV/updater agents
sacagenthost.exe,,"Smart App Control, OneDrive, sync, and SmartScreen"
safemodecontroller.exe,,System fallback services
safemodeuxhost.exe,,UX fallback + immersive shell stubs
salt-minion.exe,,Misc third-party dev tools / cloud agents
samsungupdate.exe,,OEM & Preinstalled Apps/Support
sandboxedhost.exe,,Edge/WebView2 and app container transitions
sc.exe,,Core Windows LOLBins
scanhandler.exe,,"Print, Fax, Scan Side-load Targets"
scanningframeworkhost.exe,,"Print, Fax, Scan Side-load Targets"
scanregw.exe,,Legacy support tools still present in many systems
scanuiagent.exe,,"Print, scan, DPI, font, rendering bridges"
scardsvr.dll,,"Credential, TPM, and smartcard systems"
scardsvr.exe,,Smart card and crypto module loaders
sccmpolicytrigger.exe,,Legacy policy and deployment tools
sccmviewer.exe,,Third-party niche software often found in corporate environments
scepinstall.exe,,"Enterprise Software: SCCM, Intune, etc."
schedsvc.dll,,Task Scheduler / Task Host subcomponents
scheduledfixhost.exe,,"Policy enforcement, sync, and remediation stubs"
scheduledflow.exe,,Windows Task-based UX brokers
scheduledflowcontroller.exe,,Task Scheduler and scheduled flow components
scheduledhost.exe,,Red team-styled “clean” disguises for loader EXEs
scheduledrecoveryhost.exe,,Task scheduler and repair triggers
scheduledrepairbridge.exe,,Scheduled remediation + diagnostic reboot tools
scheduledsyncsvc.exe,,Background diagnostics and sync
scheduledtelemetryrunner.exe,,Background sync & telemetry agents
schoolaccountwizard.exe,,"Kiosk, Lockdown, Assigned Access, School PCs"
schoolsetuphost.exe,,Rare Windows edition-specific binaries
schtasks.exe,,Core Windows LOLBins
schtasksadmin.dll,,Task Scheduler / Task Host subcomponents
schtaskwrapper.exe,,Task Scheduler and scheduled flow components
scoop.exe,,Installer helpers (non-default bundle managers)
scrcpy.exe,,Mobile and emulation tools
screenbrightnessux.exe,,"Shell UX interactions (brightness, audio, overlays)"
screenconnect.exe,,RMM / remote access tools often used for persistence
screenedgehandler.exe,,Overlay + system tray + clipboard services
screenlockeventsvc.exe,,Logon/session transition + screen control helpers
screenmagnifier.exe,,"Accessibility, speech, screen reading support"
screenorientationhandler.exe,,Display / screen / accessibility UX tools
screenreadercontroller.exe,,"Help, accessibility, and keyboard training tools"
screenreaderproxy.exe,,"Font, DPI, and accessibility UX services"
screenreaderrelay.exe,,Display / screen / accessibility UX tools
screenreaderux.exe,,"Speech, OCR, and narrator subsystem EXEs"
screenresolutionhelper.exe,,Display management & calibration tools
screenswitchrelay.exe,,Logon/session transition + screen control helpers
scriptinjectsvc.exe,,"Scripting interpreters, variable managers, & command bridges"
scriptpolicycontroller.exe,,"Domain migration, remote automation, and compliance tooling"
scriptsyncsvc.exe,,Script/macro/CLI hosts (abused for proxy execution or sideloading)
scrobj.dll,,COM/OLE script runners (abused in legacy payloads)
scrrun.dll,,COM/OLE script runners (abused in legacy payloads)
sdbcore.dll,,More Compatibility Shims & AppCompat
sdbinst.exe,,Core Windows LOLBins
sdclt.exe,,Core Windows LOLBins
sdengin2.dll,,Backup & Restore binaries
sdiagnhost.exe,,Core Windows LOLBins
sdtracer.exe,,"SDK / WDK diagnostics and binary tools (signed, rarely seen in telemetry)"
searchapp.exe,,Advanced Windows Shell/UX/Explorer hosts
searchcompanionhost.exe,,App launch & shell brokers (used in sideloading chains)
searchconnector.dll,,Cortana / Search / Windows Assistant components
searchdispatcher.exe,,Cortana / Search / Windows Assistant components
searchfilterhost.exe,,Windows Shell & UX binaries
searchhelperhost.exe,,Windows Search & Indexing
searchhostcontroller.exe,,Cortana / Search / Windows Assistant components
searchindexer.exe,,"Shell extensions, UX transitions"
searchprotocolhost.exe,,Windows Shell & UX binaries
searchprotocolrelay.exe,,Content indexing / search / file tagging handlers
searchresultsrenderer.exe,,Cortana / Search / Windows Assistant components
searchsuggestionshost.exe,,Cortana / Search / Windows Assistant components
